,date,code,close
0,2016-01-04,A054410,10950.0
1,2016-01-04,A013720,2825.0
2,2016-01-04,A003310,1350.0
3,2016-01-04,A224060,687.274
4,2016-01-04,A046310,3229.33
5,2016-01-04,A036120,1685.0
6,2016-01-04,A088290,1575.0
7,2016-01-05,A054410,11100.0
8,2016-01-05,A036120,1625.0
9,2016-01-05,A046310,3280.67
10,2016-01-05,A088290,1590.0
11,2016-01-05,A003310,1395.0
12,2016-01-05,A224060,890.788
13,2016-01-05,A013720,3195.0
14,2016-01-06,A036120,1605.0
15,2016-01-06,A003310,1330.0
16,2016-01-06,A088290,1580.0
17,2016-01-06,A046310,3248.0
18,2016-01-06,A054410,11100.0
19,2016-01-06,A013720,3150.0
20,2016-01-06,A224060,1157.69
21,2016-01-07,A003310,1225.0
22,2016-01-07,A088290,1600.0
23,2016-01-07,A224060,1201.06
24,2016-01-07,A013720,3025.0
25,2016-01-07,A046310,3126.67
26,2016-01-07,A054410,10750.0
27,2016-01-07,A036120,1585.0
28,2016-01-08,A224060,1050.93
29,2016-01-08,A088290,1500.0
30,2016-01-08,A054410,10400.0
31,2016-01-08,A003310,1210.0
32,2016-01-08,A013720,3040.0
33,2016-01-08,A046310,3080.0
34,2016-01-08,A036120,1510.0
35,2016-01-11,A036120,1510.0
36,2016-01-11,A046310,2991.33
37,2016-01-11,A054410,9850.0
38,2016-01-11,A003310,1165.0
39,2016-01-11,A013720,2965.0
40,2016-01-11,A224060,970.859
41,2016-01-11,A088290,1505.0
42,2016-01-12,A046310,2837.33
43,2016-01-12,A054410,9680.0
44,2016-01-12,A003310,1165.0
45,2016-01-12,A013720,2810.0
46,2016-01-12,A224060,1261.12
47,2016-01-12,A088290,1510.0
48,2016-01-12,A036120,1435.0
49,2016-01-13,A224060,1151.02
50,2016-01-13,A036120,1520.0
51,2016-01-13,A003310,1210.0
52,2016-01-13,A013720,2970.0
53,2016-01-13,A046310,2907.33
54,2016-01-13,A054410,9860.0
55,2016-01-13,A088290,1560.0
56,2016-01-14,A224060,1244.43
57,2016-01-14,A046310,2902.67
58,2016-01-14,A088290,1520.0
59,2016-01-14,A003310,1190.0
60,2016-01-14,A036120,1520.0
61,2016-01-14,A013720,2865.0
62,2016-01-14,A054410,9720.0
63,2016-01-15,A013720,2870.0
64,2016-01-15,A036120,1485.0
65,2016-01-15,A046310,2846.67
66,2016-01-15,A224060,1117.66
67,2016-01-15,A088290,1520.0
68,2016-01-15,A003310,1160.0
69,2016-01-15,A054410,9800.0
70,2016-01-18,A224060,1127.66
71,2016-01-18,A046310,2902.67
72,2016-01-18,A054410,9680.0
73,2016-01-18,A013720,2725.0
74,2016-01-18,A003310,1170.0
75,2016-01-18,A088290,1515.0
76,2016-01-18,A036120,1440.0
77,2016-01-19,A224060,1104.31
78,2016-01-19,A046310,2879.33
79,2016-01-19,A013720,2760.0
80,2016-01-19,A054410,9700.0
81,2016-01-19,A036120,1445.0
82,2016-01-19,A088290,1520.0
83,2016-01-19,A003310,1115.0
84,2016-01-20,A046310,2846.67
85,2016-01-20,A054410,9600.0
86,2016-01-20,A003310,1030.0
87,2016-01-20,A013720,2745.0
88,2016-01-20,A088290,1530.0
89,2016-01-20,A224060,1017.57
90,2016-01-20,A036120,1350.0
91,2016-01-21,A088290,1585.0
92,2016-01-21,A054410,9350.0
93,2016-01-21,A224060,944.168
94,2016-01-21,A046310,2795.33
95,2016-01-21,A013720,2770.0
96,2016-01-21,A036120,1375.0
97,2016-01-21,A003310,1030.0
98,2016-01-22,A046310,2641.33
99,2016-01-22,A003310,1040.0
100,2016-01-22,A013720,2755.0
101,2016-01-22,A224060,940.832
102,2016-01-22,A054410,9310.0
103,2016-01-22,A088290,1560.0
104,2016-01-22,A036120,1380.0
105,2016-01-25,A054410,9390.0
106,2016-01-25,A036120,1385.0
107,2016-01-25,A013720,2735.0
108,2016-01-25,A224060,1221.08
109,2016-01-25,A088290,1575.0
110,2016-01-25,A003310,1070.0
111,2016-01-25,A046310,2650.67
112,2016-01-26,A046310,2613.33
113,2016-01-26,A054410,9380.0
114,2016-01-26,A003310,1050.0
115,2016-01-26,A036120,1395.0
116,2016-01-26,A013720,2725.0
117,2016-01-26,A088290,1590.0
118,2016-01-26,A224060,1251.11
119,2016-01-27,A224060,1154.35
120,2016-01-27,A003310,1060.0
121,2016-01-27,A054410,9400.0
122,2016-01-27,A046310,2590.0
123,2016-01-27,A088290,1580.0
124,2016-01-27,A013720,2710.0
125,2016-01-27,A036120,1385.0
126,2016-01-28,A013720,2740.0
127,2016-01-28,A003310,1065.0
128,2016-01-28,A224060,1087.63
129,2016-01-28,A054410,9200.0
130,2016-01-28,A088290,1585.0
131,2016-01-28,A046310,2632.0
132,2016-01-28,A036120,1365.0
133,2016-01-29,A054410,11150.0
134,2016-01-29,A013720,2780.0
135,2016-01-29,A088290,1545.0
136,2016-01-29,A036120,1185.0
137,2016-01-29,A224060,1037.58
138,2016-01-29,A003310,1075.0
139,2016-01-29,A046310,2599.33
140,2016-02-01,A224060,997.549
141,2016-02-01,A036120,1150.0
142,2016-02-01,A013720,2770.0
143,2016-02-01,A088290,1550.0
144,2016-02-01,A054410,11100.0
145,2016-02-01,A046310,2571.33
146,2016-02-01,A003310,1085.0
147,2016-02-02,A013720,2740.0
148,2016-02-02,A003310,1050.0
149,2016-02-02,A224060,954.177
150,2016-02-02,A088290,1570.0
151,2016-02-02,A036120,1185.0
152,2016-02-02,A046310,2566.67
153,2016-02-02,A054410,10850.0
154,2016-02-03,A046310,2426.67
155,2016-02-03,A224060,967.522
156,2016-02-03,A003310,1045.0
157,2016-02-03,A013720,2600.0
158,2016-02-03,A088290,1525.0
159,2016-02-03,A036120,1185.0
160,2016-02-03,A054410,11000.0
161,2016-02-04,A054410,11000.0
162,2016-02-04,A224060,954.177
163,2016-02-04,A088290,1560.0
164,2016-02-04,A036120,1195.0
165,2016-02-04,A013720,2645.0
166,2016-02-04,A003310,1055.0
167,2016-02-04,A046310,2431.33
168,2016-02-05,A013720,2735.0
169,2016-02-05,A224060,937.496
170,2016-02-05,A046310,2636.67
171,2016-02-05,A036120,1205.0
172,2016-02-05,A054410,10800.0
173,2016-02-05,A088290,1550.0
174,2016-02-05,A003310,1080.0
175,2016-02-11,A046310,2520.0
176,2016-02-11,A003310,1025.0
177,2016-02-11,A013720,2750.0
178,2016-02-11,A036120,1120.0
179,2016-02-11,A088290,1455.0
180,2016-02-11,A224060,807.381
181,2016-02-11,A054410,9800.0
182,2016-02-12,A054410,9380.0
183,2016-02-12,A046310,2445.33
184,2016-02-12,A036120,993.0
185,2016-02-12,A088290,1495.0
186,2016-02-12,A013720,2675.0
187,2016-02-12,A003310,952.0
188,2016-02-12,A224060,707.292
189,2016-02-15,A046310,2468.67
190,2016-02-15,A036120,1010.0
191,2016-02-15,A088290,1470.0
192,2016-02-15,A003310,994.0
193,2016-02-15,A054410,9490.0
194,2016-02-15,A013720,2650.0
195,2016-02-15,A224060,723.974
196,2016-02-16,A088290,1450.0
197,2016-02-16,A224060,940.832
198,2016-02-16,A046310,2450.0
199,2016-02-16,A003310,1020.0
200,2016-02-16,A054410,9430.0
201,2016-02-16,A013720,2630.0
202,2016-02-16,A036120,1035.0
203,2016-02-17,A054410,9220.0
204,2016-02-17,A003310,1015.0
205,2016-02-17,A036120,1030.0
206,2016-02-17,A224060,870.77
207,2016-02-17,A013720,2690.0
208,2016-02-17,A088290,1450.0
209,2016-02-17,A046310,2426.67
210,2016-02-18,A013720,3495.0
211,2016-02-18,A224060,857.425
212,2016-02-18,A046310,2520.0
213,2016-02-18,A054410,9250.0
214,2016-02-18,A088290,1460.0
215,2016-02-18,A036120,1060.0
216,2016-02-18,A003310,1025.0
217,2016-02-19,A224060,870.77
218,2016-02-19,A036120,1065.0
